product_name,description,overall_rating,brand,main_category,sentiment
Alberto Torresi Loafers,alberto torresi loafers - buy alberto torresi loafers - 40993 only for rs. 994 from flipkart.com. only genuine products. 30 day replacement guarantee. free shipping. cash on delivery!,4.1,Unknown,Footwear,positive
Provogue Corporate Casuals,"provogue corporate casuals
                         price: rs. 2,099
				
			
	for those men who wish to be one among the fashion conscious crowd, this pair of corporate casuals will be a perfect pick. offering a perfect blend of style and comfort, this pair of black shoes can be teamed with a casual checkered shirt and a pair of jeans.  
	shoes from the celebrated fashion house of provogue epitomise the modern man – elegant, sophisticated and sensuous. the range of comfy shoes from the brand will leave any onlooker spellbound. 
	footwear care 
	ensure that these shoes are grime-free by cleaning them with a soft cloth. 
for those men who wish to be one among the fashion conscious crowd, this pair of corporate casuals will be a perfect pick. offering a perfect blend of style and comfort, this pair of black shoes can be teamed with a casual checkered shirt and a pair of jeans.  
	shoes from the celebrated fashion house of provogue epitomise the modern man – elegant, sophisticated and sensuous. the range of comfy shoes from the brand will leave any onlooker spellbound. 
	footwear care 
	ensure that these shoes are grime-free by cleaning them with a soft cloth.",3.0,Unknown,Footwear,neutral
Zoot24 Loafers,zoot24 loafers - buy zoot24 loafers - lixer only for rs. 1249 from flipkart.com. only genuine products. 30 day replacement guarantee. free shipping. cash on delivery!,3.6,Unknown,Footwear,neutral
Balujas Buntoe Loafers,balujas buntoe loafers - buy balujas buntoe loafers - 9012 only for rs. 0.0 from flipkart.com. only genuine products. 30 day replacement guarantee. free shipping. cash on delivery!,3.1,Unknown,Footwear,neutral
Quechua Arpenaz 100 Hiking Shoes,quechua arpenaz 100 hiking shoes - buy quechua arpenaz 100 hiking shoes - 13254 only for rs. 2299 from flipkart.com. only genuine products. 30 day replacement guarantee. free shipping. cash on delivery!,4.5,Unknown,Footwear,positive
Harry Hill Broklyn Loafers,harry hill broklyn loafers - buy harry hill broklyn loafers - 1107 only for rs. 1599 from flipkart.com. only genuine products. 30 day replacement guarantee. free shipping. cash on delivery!,4.0,Unknown,Footwear,positive
Knotty Derby Diggory Boots,knotty derby diggory boots - buy knotty derby diggory boots - 198801-af only for rs. 1601 from flipkart.com. only genuine products. 30 day replacement guarantee. free shipping. cash on delivery!,1.8,Unknown,Footwear,negative
Zoot24 T22-Dryolive Loafers,zoot24 t22-dryolive loafers - buy zoot24 t22-dryolive loafers - t22-corpus only for rs. 1199 from flipkart.com. only genuine products. 30 day replacement guarantee. free shipping. cash on delivery!,4.2,Unknown,Footwear,positive
Metro 32 Women Wedges,flipkart.com: buy metro 32 women wedges only for rs. 1190 from flipkart.com. only genuine products. 30 day replacement guarantee. free shipping. cash on delivery!,3.0,Unknown,Footwear,neutral
Zoot24 8186-3 Casual Shoes,zoot24 8186-3 casual shoes - buy zoot24 8186-3 casual shoes - mills only for rs. 1299 from flipkart.com. only genuine products. 30 day replacement guarantee. free shipping. cash on delivery!,5.0,Unknown,Footwear,positive
True Soles Boots,true soles boots - buy true soles boots - tcb009 only for rs. 773 from flipkart.com. only genuine products. 30 day replacement guarantee. free shipping. cash on delivery!,3.0,Unknown,Footwear,neutral
Allen Cooper 4507 Party Wear,"allen cooper 4507 party wear
                         price: rs. 1,899
				
			a must have shoe, these pair of shoes will define your style quotient to the world. its slip on feature makes it comfortable to wear. this shoe is ideal for any occasion. this season make a style statement of your own with this suave shoe.
a must have shoe, these pair of shoes will define your style quotient to the world. its slip on feature makes it comfortable to wear. this shoe is ideal for any occasion. this season make a style statement of your own with this suave shoe.",5.0,Unknown,Footwear,positive
Lawman Pg3 Persion Loafers,lawman pg3 persion loafers - buy lawman pg3 persion loafers - per_01 only for rs. 1999 from flipkart.com. only genuine products. 30 day replacement guarantee. free shipping. cash on delivery!,1.0,Unknown,Footwear,negative
Breakbounce Euler Canvas Shoes,breakbounce euler canvas shoes - buy breakbounce euler canvas shoes - euler only for rs. 1819 from flipkart.com. only genuine products. 30 day replacement guarantee. free shipping. cash on delivery!,5.0,Unknown,Footwear,positive
HRX 29041 Sneakers,hrx 29041 sneakers - buy hrx 29041 sneakers - 316679 only for rs. 1699 from flipkart.com. only genuine products. 30 day replacement guarantee. free shipping. cash on delivery!,5.0,Unknown,Footwear,positive
Alberto Torresi Loafers,"alberto torresi loafers
                         price: rs. 1,536
				
			
	you may never get another chance to make a first impression. so why not show her your unconventional sense of style by wearing these cool red loafers to that coffee date you’ve been looking forward to. crafted from suede and rubber, these panel and stitch detailed loafers convey contemporary style through the interlaced ankle and the exciting colour. the alberto torresi loafers won’t let you down when she suggests a long walk, as the cushioned footbed will put a spring in your step that she’s sure to notice.
	tending to micro details with precision and infusing class in each pair, alberto toressi has emerged as a top-notch footwear brand; discover perfection in comfort and style in each pair.
	footwear care
	wipe away any dust with a soft, dry cloth and store the shoes away from heat and moisture.
you may never get another chance to make a first impression. so why not show her your unconventional sense of style by wearing these cool red loafers to that coffee date you’ve been looking forward to. crafted from suede and rubber, these panel and stitch detailed loafers convey contemporary style through the interlaced ankle and the exciting colour. the alberto torresi loafers won’t let you down when she suggests a long walk, as the cushioned footbed will put a spring in your step that she’s sure to notice.
	tending to micro details with precision and infusing class in each pair, alberto toressi has emerged as a top-notch footwear brand; discover perfection in comfort and style in each pair.
	footwear care
	wipe away any dust with a soft, dry cloth and store the shoes away from heat and moisture.",3.7,Unknown,Footwear,neutral
Winkel Black Formal Lace Up Shoes,winkel black formal lace up shoes - buy winkel black formal lace up shoes - f1302 only for rs. 499 from flipkart.com. only genuine products. 30 day replacement guarantee. free shipping. cash on delivery!,3.0,Unknown,Footwear,neutral
Mactree Easy Life Lace Up Shoes,mactree easy life lace up shoes - buy mactree easy life lace up shoes - 3001 only for rs. 599 from flipkart.com. only genuine products. 30 day replacement guarantee. free shipping. cash on delivery!,3.5,Unknown,Footwear,neutral
Armstrong Safety Defender Safety Boots,armstrong safety defender safety boots - buy armstrong safety defender safety boots - ap-df only for rs. 1950 from flipkart.com. only genuine products. 30 day replacement guarantee. free shipping. cash on delivery!,4.1,Unknown,Footwear,positive
Zoot24 Mamas-3 Casual Shoes,zoot24 mamas-3 casual shoes - buy zoot24 mamas-3 casual shoes - mamas only for rs. 1149 from flipkart.com. only genuine products. 30 day replacement guarantee. free shipping. cash on delivery!,5.0,Unknown,Footwear,positive
Harry Hill Athens Loafers,harry hill athens loafers - buy harry hill athens loafers - 4001- only for rs. 1099 from flipkart.com. only genuine products. 30 day replacement guarantee. free shipping. cash on delivery!,5.0,Unknown,Footwear,positive
JJC LS - 52  Lens Hood,buy jjc ls - 52  lens hood only for rs. 0.0 from flipkart.com. only genuine products. 30 day replacement guarantee. free shipping. cash on delivery!,3.0,JJC,Cameras & Accessories,neutral
Benera Omn Camouflage Boots,benera omn camouflage boots - buy benera omn camouflage boots - omn camouflage high ankle boot only for rs. 1800 from flipkart.com. only genuine products. 30 day replacement guarantee. free shipping. cash on delivery!,5.0,Unknown,Footwear,positive
Sparx Sneakers,sparx sneakers - buy sparx sneakers - sx0117g (sm 117) only for rs. 854 from flipkart.com. only genuine products. 30 day replacement guarantee. free shipping. cash on delivery!,3.5,Unknown,Footwear,neutral
Spunk Stylish Make Loafers,"spunk stylish make loafers
                         price: rs. 999
				
			footwear designers at spunk inspire you to strike a pose with absolute grace in this winsome and catchy pair of brown colored casual sneakers. constructed out of a rich quality material, this pair of casual shoes is light in weight and extremely durable. it comes up featuring a solid pattern and stitch detailing that will grab your fancy instantly. ensuring durability and slip resistance, this pair of casual shoes is worth investing in. plan a weekend out with your friends and show off your quirky fashion sense wearing this pair of shoes.
footwear designers at spunk inspire you to strike a pose with absolute grace in this winsome and catchy pair of brown colored casual sneakers. constructed out of a rich quality material, this pair of casual shoes is light in weight and extremely durable. it comes up featuring a solid pattern and stitch detailing that will grab your fancy instantly. ensuring durability and slip resistance, this pair of casual shoes is worth investing in. plan a weekend out with your friends and show off your quirky fashion sense wearing this pair of shoes.",1.0,Unknown,Footwear,negative
Omax 67mm Flower  Lens Hood,buy omax 67mm flower  lens hood only for rs. 0.0 from flipkart.com. only genuine products. 30 day replacement guarantee. free shipping. cash on delivery!,2.5,Omax,Cameras & Accessories,neutral
Provogue Corporate Casuals,provogue corporate casuals - buy provogue corporate casuals - pv0884 only for rs. 1238 from flipkart.com. only genuine products. 30 day replacement guarantee. free shipping. cash on delivery!,4.0,Unknown,Footwear,positive
Provogue Loafers,provogue loafers - buy provogue loafers - pv8091 only for rs. 1045 from flipkart.com. only genuine products. 30 day replacement guarantee. free shipping. cash on delivery!,5.0,Unknown,Footwear,positive
Bosch 2 608 521 039 Screwdriver Bit Set,buy bosch 2 608 521 039 screwdriver bit set for rs.375 online. bosch 2 608 521 039 screwdriver bit set at best prices with free shipping & cash on delivery. only genuine products. 30 day replacement guarantee.,5.0,Bosch,Tools & Hardware,positive
Benera Trekkesta Boots,benera trekkesta boots - buy benera trekkesta boots - trekkesta camouflage boots only for rs. 1800 from flipkart.com. only genuine products. 30 day replacement guarantee. free shipping. cash on delivery!,5.0,Unknown,Footwear,positive
JJC LH 60  Lens Hood,buy jjc lh 60  lens hood only for rs. 530 from flipkart.com. only genuine products. 30 day replacement guarantee. free shipping. cash on delivery!,5.0,JJC,Cameras & Accessories,positive
Breakbounce Hulk Casual Shoes,breakbounce hulk casual shoes - buy breakbounce hulk casual shoes - hulk only for rs. 1819 from flipkart.com. only genuine products. 30 day replacement guarantee. free shipping. cash on delivery!,1.7,Unknown,Footwear,negative
True Soles Boots,true soles boots - buy true soles boots - tcb009 only for rs. 773 from flipkart.com. only genuine products. 30 day replacement guarantee. free shipping. cash on delivery!,5.0,Unknown,Footwear,positive
Zoot24 Tan Boots,zoot24 tan boots - buy zoot24 tan boots - larped only for rs. 1249 from flipkart.com. only genuine products. 30 day replacement guarantee. free shipping. cash on delivery!,4.5,Unknown,Footwear,positive
Basics Chukka Casual Shoes,"basics chukka casual shoes
                         price: rs. 1,799
				
			a collection of trendy shoes
a collection of trendy shoes",1.0,Unknown,Footwear,negative
Provogue Corporate Casuals,"provogue corporate casuals
                         price: rs. 2,299
				
			
	lending a fashionable twist to your casual appeal, this pair of corporate casuals from provogue helps you leave a lasting impression on onlookers. featuring a suede surface, this pair of black shoes comes with panel and stitch detailing. made from the finest leather, these casual shoes are perfect to by styled with a polo tee and chinos. 
	shoes from the celebrated fashion house of provogue epitomise the modern man – elegant, sophisticated and sensuous. the range of comfy shoes will leave any onlooker spellbound.
	footwear care
	air the shoes out after every use. use a soft brush to dust the shoes clean.
lending a fashionable twist to your casual appeal, this pair of corporate casuals from provogue helps you leave a lasting impression on onlookers. featuring a suede surface, this pair of black shoes comes with panel and stitch detailing. made from the finest leather, these casual shoes are perfect to by styled with a polo tee and chinos. 
	shoes from the celebrated fashion house of provogue epitomise the modern man – elegant, sophisticated and sensuous. the range of comfy shoes will leave any onlooker spellbound.
	footwear care
	air the shoes out after every use. use a soft brush to dust the shoes clean.",5.0,Unknown,Footwear,positive
Red Chief RC2401 Corporate Casuals,red chief rc2401 corporate casuals - buy red chief rc2401 corporate casuals - rc2401 only for rs. 1951 from flipkart.com. only genuine products. 30 day replacement guarantee. free shipping. cash on delivery!,4.8,Unknown,Footwear,positive
Knotty Derby Tan Diggory Boots,knotty derby tan diggory boots - buy knotty derby tan diggory boots - 198801-af3 only for rs. 1601 from flipkart.com. only genuine products. 30 day replacement guarantee. free shipping. cash on delivery!,2.5,Unknown,Footwear,neutral
Provogue Loafers,provogue loafers - buy provogue loafers - pv8057 only for rs. 1045 from flipkart.com. only genuine products. 30 day replacement guarantee. free shipping. cash on delivery!,4.5,Unknown,Footwear,positive
Yepme Slip On Shoes,"yepme slip on shoes
                         price: rs. 399
				
			experience a blissful comfort all the day long wearing this formal shoes by yepme!

made from synthetic upper and designed in airmix sole this pair is perfect to opt as a daily wear. the shape and designing has a special touch and price attached is best for your falling budget.

so, buy quickly! match with your office attire!
experience a blissful comfort all the day long wearing this formal shoes by yepme!

made from synthetic upper and designed in airmix sole this pair is perfect to opt as a daily wear. the shape and designing has a special touch and price attached is best for your falling budget.

so, buy quickly! match with your office attire!",1.0,Unknown,Footwear,negative
Bosch 2 607 001 513 Extra Hard Screwdriver Bit Set,buy bosch 2 607 001 513 extra hard screwdriver bit set for rs.1038 online. bosch 2 607 001 513 extra hard screwdriver bit set at best prices with free shipping & cash on delivery. only genuine products. 30 day replacement guarantee.,5.0,Bosch,Tools & Hardware,positive
Yepme Slip On Shoes,yepme slip on shoes - buy yepme slip on shoes - 72046 only for rs. 399 from flipkart.com. only genuine products. 30 day replacement guarantee. free shipping. cash on delivery!,3.0,Unknown,Footwear,neutral
JJC LH-78E  Lens Hood,buy jjc lh-78e  lens hood only for rs. 500 from flipkart.com. only genuine products. 30 day replacement guarantee. free shipping. cash on delivery!,3.0,JJC,Cameras & Accessories,neutral
JJC LS - 55  Lens Hood,buy jjc ls - 55  lens hood only for rs. 0.0 from flipkart.com. only genuine products. 30 day replacement guarantee. free shipping. cash on delivery!,4.0,JJC,Cameras & Accessories,positive
Bosch 2 607 001 531 Extra Hard Screwdriver Bit Set,buy bosch 2 607 001 531 extra hard screwdriver bit set for rs.277 online. bosch 2 607 001 531 extra hard screwdriver bit set at best prices with free shipping & cash on delivery. only genuine products. 30 day replacement guarantee.,5.0,Bosch,Tools & Hardware,positive
Bosch 2 608 521 041 Screwdriver Bit Set,buy bosch 2 608 521 041 screwdriver bit set for rs.374 online. bosch 2 608 521 041 screwdriver bit set at best prices with free shipping & cash on delivery. only genuine products. 30 day replacement guarantee.,5.0,Bosch,Tools & Hardware,positive
JJC LH-74  Lens Hood,buy jjc lh-74  lens hood only for rs. 600 from flipkart.com. only genuine products. 30 day replacement guarantee. free shipping. cash on delivery!,5.0,JJC,Cameras & Accessories,positive
JJC LH-112  Lens Hood,buy jjc lh-112  lens hood only for rs. 0.0 from flipkart.com. only genuine products. 30 day replacement guarantee. free shipping. cash on delivery!,2.5,JJC,Cameras & Accessories,neutral
Omax 58mm Flower  Lens Hood,buy omax 58mm flower  lens hood only for rs. 0.0 from flipkart.com. only genuine products. 30 day replacement guarantee. free shipping. cash on delivery!,2.6,Omax,Cameras & Accessories,neutral
Bosch 2 607 001 528 Extra Hard Screwdriver Bit Set,buy bosch 2 607 001 528 extra hard screwdriver bit set for rs.368 online. bosch 2 607 001 528 extra hard screwdriver bit set at best prices with free shipping & cash on delivery. only genuine products. 30 day replacement guarantee.,4.5,Bosch,Tools & Hardware,positive
Petshop7 PS7DB0025 L Pet Bed,buy petshop7 ps7db0025 l pet bed for rs.1999 online. petshop7 ps7db0025 l pet bed at best prices with free shipping & cash on delivery. only genuine products. 30 day replacement guarantee.,1.0,Blue,Furniture,negative
Bosch 2 607 001 514 Extra Hard Screwdriver Bit Set,buy bosch 2 607 001 514 extra hard screwdriver bit set for rs.2736 online. bosch 2 607 001 514 extra hard screwdriver bit set at best prices with free shipping & cash on delivery. only genuine products. 30 day replacement guarantee.,5.0,Bosch,Tools & Hardware,positive
JJC LH-83F  Lens Hood,buy jjc lh-83f  lens hood only for rs. 0.0 from flipkart.com. only genuine products. 30 day replacement guarantee. free shipping. cash on delivery!,4.0,JJC,Cameras & Accessories,positive
StyBuzz Embroidered Decorative Cushion,"stybuzz embroidered decorative cushion (pack of1, yellow)
                         price: rs. 398
				
			when words aren’t enough emoji pillows let you say it with a smile! now you can send a emoji in huggable pillow form. high quality faceline, very fluffy, large size with roughly 14 inches and is filled with poly acrylic fibre which is safe for kids. gift idea for your friends: perfect gift for your family & friends.
when words aren’t enough emoji pillows let you say it with a smile! now you can send a emoji in huggable pillow form. high quality faceline, very fluffy, large size with roughly 14 inches and is filled with poly acrylic fibre which is safe for kids. gift idea for your friends: perfect gift for your family & friends.",5.0,StyBuzz,Home Furnishing,positive
Bosch 2 608 521 040 Screwdriver Bit Set,buy bosch 2 608 521 040 screwdriver bit set for rs.653 online. bosch 2 608 521 040 screwdriver bit set at best prices with free shipping & cash on delivery. only genuine products. 30 day replacement guarantee.,5.0,Bosch,Tools & Hardware,positive
Bosch 2 608 521 043 Screwdriver Bit Set,buy bosch 2 608 521 043 screwdriver bit set for rs.846 online. bosch 2 608 521 043 screwdriver bit set at best prices with free shipping & cash on delivery. only genuine products. 30 day replacement guarantee.,5.0,Bosch,Tools & Hardware,positive
JJC LH-73B  Lens Hood,buy jjc lh-73b  lens hood only for rs. 500 from flipkart.com. only genuine products. 30 day replacement guarantee. free shipping. cash on delivery!,3.7,JJC,Cameras & Accessories,neutral
JJC LH-83J  Lens Hood,buy jjc lh-83j  lens hood only for rs. 500 from flipkart.com. only genuine products. 30 day replacement guarantee. free shipping. cash on delivery!,1.0,JJC,Cameras & Accessories,negative
Funku Fashion Lace Up Shoes,"funku fashion lace up shoes
                         price: rs. 1,599
				
			funku fashion presents the formal genuine leather shoes range. these shoes have been craft by best export manufacturing unit of agra. these pair of shoes made by the high quality genuine leather with the soft pad lining inside the shoes. these pair can be use with any formal out fit at the formal occassion.
funku fashion presents the formal genuine leather shoes range. these shoes have been craft by best export manufacturing unit of agra. these pair of shoes made by the high quality genuine leather with the soft pad lining inside the shoes. these pair can be use with any formal out fit at the formal occassion.",5.0,Unknown,Footwear,positive
DGB Flexi Touch X-11 USB Led Light,"dgb flexi touch x-11 usb led light (white)
                         price: rs. 259
				
			dgb usb flexible touch light -powered led light that achieves less power consumption and longer life. it operates on usb power so does not need an ac adapter or batteries. it automatically lights up when plugged into a computer's usb port or even your mobile power bank, so is very easy to use. although compact in design, it is a high-power led with a 1.2 w light source, achieving high luminance of 400 lux up to 25 cm below the lamp. glowing with maximum luminance immediately after being plugged in, the light is perfect for reading or working on a computer in dark locations. best companion for students and professionals who work in dark dim light or the ones who need to travel often.

features :
1. portable & bendable silicone
2. 6 super bright led lamp.
3. 360 degree flexible. incorporates a flexible arm to enable adjustment to any desired angle 
4. high-power led with 1.2 w light source 
5. lights up at maximum luminance immediately after plugging into a usb port 
6. compact design offers easy portability. 
7. touch to on / off.


1. portable usb led flexible lamp 5v 1.2w usb ultra bright led light lamp for power bank computer laptop tablet pc chargers low power consumption .
2. powered by any devices with usb port. ultra bright with low power consumption. rated voltage: 5v. rated power: 1.2w. size: 169*18*9mm.material: silicone.
dgb usb flexible touch light -powered led light that achieves less power consumption and longer life. it operates on usb power so does not need an ac adapter or batteries. it automatically lights up when plugged into a computer's usb port or even your mobile power bank, so is very easy to use. although compact in design, it is a high-power led with a 1.2 w light source, achieving high luminance of 400 lux up to 25 cm below the lamp. glowing with maximum luminance immediately after being plugged in, the light is perfect for reading or working on a computer in dark locations. best companion for students and professionals who work in dark dim light or the ones who need to travel often.

features :
1. portable & bendable silicone
2. 6 super bright led lamp.
3. 360 degree flexible. incorporates a flexible arm to enable adjustment to any desired angle 
4. high-power led with 1.2 w light source 
5. lights up at maximum luminance immediately after plugging into a usb port 
6. compact design offers easy portability. 
7. touch to on / off.


1. portable usb led flexible lamp 5v 1.2w usb ultra bright led light lamp for power bank computer laptop tablet pc chargers low power consumption .
2. powered by any devices with usb port. ultra bright with low power consumption. rated voltage: 5v. rated power: 1.2w. size: 169*18*9mm.material: silicone.",5.0,DGB,Computers,positive
Omax EW-60C for CANON EF-S 18-55mm F/3.5-5.6 Lens  Lens Hood,buy omax ew-60c for canon ef-s 18-55mm f/3.5-5.6 lens  lens hood only for rs. 295 from flipkart.com. only genuine products. 30 day replacement guarantee. free shipping. cash on delivery!,5.0,Omax,Cameras & Accessories,positive
Spalding Cross Over Basketball -   Size: 7,spalding cross over basketball -   size: 7 only for rs 1085 . ideal for men . buy online @ flipkart.com. only genuine products. free shipping. cash on delivery!,4.7,Unknown,Sports & Fitness,positive
Bosch 2 608 521 038 Screwdriver Bit Set,buy bosch 2 608 521 038 screwdriver bit set for rs.343 online. bosch 2 608 521 038 screwdriver bit set at best prices with free shipping & cash on delivery. only genuine products. 30 day replacement guarantee.,5.0,Bosch,Tools & Hardware,positive
Canon EW-83J  Lens Hood,buy canon ew-83j  lens hood only for rs. 1895 from flipkart.com. only genuine products. 30 day replacement guarantee. free shipping. cash on delivery!,1.0,Canon,Cameras & Accessories,negative
Ts4U Canvas Shoes,ts4u canvas shoes - buy ts4u canvas shoes - 8601 only for rs. 799 from flipkart.com. only genuine products. 30 day replacement guarantee. free shipping. cash on delivery!,2.0,Unknown,Footwear,negative
Seastar Stadil Canvas Shoes,seastar stadil canvas shoes - buy seastar stadil canvas shoes - ss-2015-7028 only for rs. 899 from flipkart.com. only genuine products. 30 day replacement guarantee. free shipping. cash on delivery!,5.0,Unknown,Footwear,positive
JJC LH-83II  Lens Hood,buy jjc lh-83ii  lens hood only for rs. 0.0 from flipkart.com. only genuine products. 30 day replacement guarantee. free shipping. cash on delivery!,4.5,JJC,Cameras & Accessories,positive
Vinex Pacer Basketball -   Size: 5,vinex pacer basketball -   size: 5 only for rs 400 . ideal for junior . buy online @ flipkart.com. only genuine products. free shipping. cash on delivery!,4.0,Unknown,Sports & Fitness,positive
Bosch 2 607 001 526 Extra Hard Screwdriver Bit Set,buy bosch 2 607 001 526 extra hard screwdriver bit set for rs.433 online. bosch 2 607 001 526 extra hard screwdriver bit set at best prices with free shipping & cash on delivery. only genuine products. 30 day replacement guarantee.,5.0,Bosch,Tools & Hardware,positive
zDelhi.com Car Washer Z1 Ultra High Pressure Washer,"zdelhi.com car washer z1 ultra high pressure washer
                         price: rs. 3,999
				
			the portable automatic car washer is an amazing high pressure product for cleaning around a car without moving yourself from the distance of 10 feet. it can be used for gardening & agriculture, weed killers, pest control, nursery, sanitary, construction, and so much more. the washing brush with a internal fan nozzle can spray water while brushing the car. the hose with strong power gun for powerful water pressure. you can take the product in your car anywhere you go. its portable and can be used just by using car charger plug, so can be used on the go. 16liter tank, spray gun, 6 meter hose, washing brush, brush connector, power cable with car socket charger.
the portable automatic car washer is an amazing high pressure product for cleaning around a car without moving yourself from the distance of 10 feet. it can be used for gardening & agriculture, weed killers, pest control, nursery, sanitary, construction, and so much more. the washing brush with a internal fan nozzle can spray water while brushing the car. the hose with strong power gun for powerful water pressure. you can take the product in your car anywhere you go. its portable and can be used just by using car charger plug, so can be used on the go. 16liter tank, spray gun, 6 meter hose, washing brush, brush connector, power cable with car socket charger.",5.0,zDelhi.com,Automotive,positive
adidas 3 Stripe D 29.5 Basketball -   Size: 7,adidas 3 stripe d 29.5 basketball -   size: 7 only for rs 1299 . ideal for men . buy online @ flipkart.com. only genuine products. free shipping. cash on delivery!,5.0,Unknown,Sports & Fitness,positive
Shop Rajasthan Casual Solid Women's Kurti,shop rajasthan casual solid women's kurti - buy purple shop rajasthan casual solid women's kurti for only rs. 895 online in india. shop online for apparels. huge collection of branded clothes only at flipkart.com,3.0,Unknown,Clothing,neutral
Nivia Destroyer Basketball -   Size: 7,nivia destroyer basketball -   size: 7 only for rs 520 . buy online @ flipkart.com. only genuine products. free shipping. cash on delivery!,5.0,Unknown,Sports & Fitness,positive
Spalding Cross Over Basketball -   Size: 5,"spalding cross over basketball -   size: 5 (pack of 1, brick)
                         price: rs. 955
				
			
	rubber moulded outer material
	the rubber moulded outer material of the spalding cross over basketball makes it durable and ensures it lasts you for a long period of time.
	designed for beginners
	as this basketball is designed for beginners, it can be used by players who want to work in their dribbling and tackling skills.
	butyl bladder
	with a butyl bladder, this basketball is sturdy and promises you of long lasting durability.
rubber moulded outer material
	the rubber moulded outer material of the spalding cross over basketball makes it durable and ensures it lasts you for a long period of time.
	designed for beginners
	as this basketball is designed for beginners, it can be used by players who want to work in their dribbling and tackling skills.
	butyl bladder
	with a butyl bladder, this basketball is sturdy and promises you of long lasting durability.",5.0,Unknown,Sports & Fitness,positive
Little Kangaroos Girl's Trousers,little kangaroos girl's trousers - buy fawn little kangaroos girl's trousers for only rs. 1299 online in india. shop online for apparels. huge collection of branded clothes only at flipkart.com,5.0,Unknown,Clothing,positive
"Spalding Chicago Bulls Basketball -   Size: 7,  Diameter: 74 cm","spalding chicago bulls basketball -   size: 7,  diameter: 74 cm only for rs 1099 . ideal for junior, senior . buy online @ flipkart.com. only genuine products. free shipping. cash on delivery!",5.0,Unknown,Sports & Fitness,positive
Rock Rocket Desktop Charger 6950290687051 USB USB Hub,buy rock rocket desktop charger 6950290687051 usb usb hub for rs.2999 online. rock rocket desktop charger 6950290687051 usb usb hub at best prices with free shipping & cash on delivery. only genuine products. 30 day replacement guarantee.,1.0,Rock,Computers,negative
Mydress Mystyle Bulb Led USB Led Light,"mydress mystyle bulb led usb led light (white)
                         price: rs. 75
				
			usb led bulb lamp mini usb light - high power led, could reach range about 15 meters - as long as there is a usb connector can be used - can connect the computer with usb, such as mobile power supply, the output of the equipment - perfect for camping, hiking, hunting, fishing, mountaineering or diving at nights - need to be powered by usb devices such as power bank tablet pc e-book smart phone etc - powered by usb - wattage: 1w - input voltage: dc 4.9v- 5.5v - luminous flux: 60-80lm - color temperature: 5000-6000k - size: approx.6.5cmx3.5cm -
usb led bulb lamp mini usb light - high power led, could reach range about 15 meters - as long as there is a usb connector can be used - can connect the computer with usb, such as mobile power supply, the output of the equipment - perfect for camping, hiking, hunting, fishing, mountaineering or diving at nights - need to be powered by usb devices such as power bank tablet pc e-book smart phone etc - powered by usb - wattage: 1w - input voltage: dc 4.9v- 5.5v - luminous flux: 60-80lm - color temperature: 5000-6000k - size: approx.6.5cmx3.5cm -",3.7,Mydress Mystyle,Computers,neutral
ShadowFax Table Air Fan Cooler USB USB Fan,buy shadowfax table air fan cooler usb usb fan for rs.799 online. shadowfax table air fan cooler usb usb fan at best prices with free shipping & cash on delivery. only genuine products. 30 day replacement guarantee.,2.0,ShadowFax,Computers,negative
Finger's USB Fan Cum Power bank Black New USB USB Fan,buy finger's usb fan cum power bank black new usb usb fan for rs.849 online. finger's usb fan cum power bank black new usb usb fan at best prices with free shipping & cash on delivery. only genuine products. 30 day replacement guarantee.,4.0,Finger's,Computers,positive
Leather King Adams Black Lace Up,leather king adams black lace up - buy leather king adams black lace up - lk200965bkuk only for rs. 999 from flipkart.com. only genuine products. 30 day replacement guarantee. free shipping. cash on delivery!,4.5,Unknown,Footwear,positive
Leather King Oscar Black Lace Up,"leather king oscar black lace up
                         price: rs. 999
				
			an ideal outdoor shoe designed for any condition.
an ideal outdoor shoe designed for any condition.",3.5,Unknown,Footwear,neutral
Leather King Blake Black Lace Up,"leather king blake black lace up
                         price: rs. 999
				
			an ideal outdoor shoe designed for any condition.
an ideal outdoor shoe designed for any condition.",4.0,Unknown,Footwear,positive
Leather King Alan Black Lace Up,leather king alan black lace up - buy leather king alan black lace up - lk200955bkuk only for rs. 999 from flipkart.com. only genuine products. 30 day replacement guarantee. free shipping. cash on delivery!,1.0,Unknown,Footwear,negative
